iter,phase,split,delay_ns,status,loss,timing_loss,count_penalty,order_penalty,energy_penalty,energy_pj,spike0_first_ns,spike1_first_ns,spike2_first_ns,spike3_first_ns,spike0_target_ns,spike1_target_ns,spike2_target_ns,spike3_target_ns,spike0_count,spike1_count,spike2_count,spike3_count,eval_dir
4,iter_04_train_base,train,5.500000000,OK,2.543780729,0.599874887,0.000000000,0.000000000,1.943905842,130.183357806,10.396333889,12.960931072,13.952171281,14.455576708,11.175183603,13.750905764,14.712065349,15.224597944,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_04_train_base/trace_01_5.500ns
4,iter_04_train_base,train,7.500000000,OK,2.538619297,0.604663243,0.000000000,0.000000000,1.933956054,129.517020591,12.393723074,14.959554876,15.949460148,16.454056258,13.173497346,15.754283102,16.713769873,17.225316750,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_04_train_base/trace_02_7.500ns
4,iter_04_holdout_base,holdout,6.500000000,OK,2.542569921,0.603269133,0.000000000,0.000000000,1.939300788,129.874957358,11.394437328,13.959325460,14.950260853,15.454345742,12.166304922,14.754174793,15.716145571,16.228252768,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_04_holdout_base/trace_00_6.500ns
4,iter_04_holdout_base,holdout,9.000000000,OK,2.525167374,0.601480014,0.000000000,0.000000000,1.923687360,128.829326224,13.890394631,16.457024359,17.446416519,17.951847236,14.666117674,17.250232623,18.209735950,18.721482158,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_04_holdout_base/trace_01_9.000ns
4,iter_04_holdout_base,holdout,10.500000000,OK,2.516634447,0.604704276,0.000000000,0.000000000,1.911930171,128.041947394,15.393723025,17.959555005,18.949430594,19.454058996,16.173497346,18.754392620,19.713736623,20.225316781,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_04_holdout_base/trace_02_10.500ns
5,iter_05_train_base,train,4.500000000,OK,2.428537321,0.498289948,0.000000000,0.000000000,1.930247373,129.268650255,9.457519781,12.029005975,13.022814428,13.539696212,10.175272356,12.754196621,13.715335559,14.227085507,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_05_train_base/trace_00_4.500ns
5,iter_05_train_base,train,5.500000000,OK,2.414649874,0.489047031,0.000000000,0.000000000,1.925602843,128.957606132,10.466419047,13.032629260,14.025503386,14.541551487,11.175183603,13.750905764,14.712065349,15.224597944,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_05_train_base/trace_01_5.500ns
5,iter_05_train_base,train,7.500000000,OK,2.407449860,0.491806152,0.000000000,0.000000000,1.915643708,128.290642908,12.462733206,15.029036884,16.028033223,16.542805126,13.173497346,15.754283102,16.713769873,17.225316750,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_05_train_base/trace_02_7.500ns
5,iter_05_holdout_base,holdout,6.500000000,OK,2.417542662,0.496676490,0.000000000,0.000000000,1.920866171,128.640391259,11.460686650,14.024795176,15.021771954,15.539297421,12.166304922,14.754174793,15.716145571,16.228252768,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_05_holdout_base/trace_00_6.500ns
5,iter_05_holdout_base,holdout,9.000000000,OK,2.398055454,0.492555499,0.000000000,0.000000000,1.905499955,127.611315895,13.955042538,16.525364593,17.521388819,18.039324762,14.666117674,17.250232623,18.209735950,18.721482158,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_05_holdout_base/trace_01_9.000ns
5,iter_05_holdout_base,holdout,10.500000000,OK,2.385552267,0.491836627,0.000000000,0.000000000,1.893715640,126.822120374,15.462733206,18.029036884,19.028026610,19.542805476,16.173497346,18.754392620,19.713736623,20.225316781,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_05_holdout_base/trace_02_10.500ns
6,final,train,4.500000000,OK,2.300453905,0.389348801,0.000000000,0.000000000,1.911105104,127.986692635,9.529416769,12.104831323,13.109526042,13.634139217,10.175272356,12.754196621,13.715335559,14.227085507,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/final_train/trace_00_4.500ns
6,final,train,5.500000000,OK,2.286365739,0.379924320,0.000000000,0.000000000,1.906441420,127.674365763,10.540906803,13.107961090,14.113407190,14.636702737,11.175183603,13.750905764,14.712065349,15.224597944,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/final_train/trace_01_5.500ns
6,final,train,7.500000000,OK,2.285442720,0.388637049,0.000000000,0.000000000,1.896805671,127.029059747,12.531700089,15.103308814,16.107521025,16.632577949,13.173497346,15.754283102,16.713769873,17.225316750,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/final_train/trace_02_7.500ns
6,final,holdout,6.500000000,OK,2.293639446,0.391813265,0.000000000,0.000000000,1.901826181,127.365283266,11.526854632,14.102808249,15.103488605,15.629312493,12.166304922,14.754174793,15.716145571,16.228252768,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/final_holdout/trace_00_6.500ns
6,final,holdout,9.000000000,OK,2.271962744,0.385363966,0.000000000,0.000000000,1.886598778,126.345504211,14.026874068,16.603380545,17.604557639,18.131427012,14.666117674,17.250232623,18.209735950,18.721482158,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/final_holdout/trace_01_9.000ns
6,final,holdout,10.500000000,OK,2.263516906,0.388668633,0.000000000,0.000000000,1.874848274,125.558573026,15.531700078,18.103308800,19.107502526,19.632576639,16.173497346,18.754392620,19.713736623,20.225316781,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/final_holdout/trace_02_10.500ns
