n,density,seed,a_ones,b_ones,total_products,active_products,y_mean,y_max,digital_total_ops,digital_adder_depth,digital_output_bitwidth,digital_energy_pj_est,digital_latency_ns_est,neuro_membrane_fanin,neuro_energy_pj_est_measured_cal,neuro_energy_pj_est_spike_model,neuro_latency_ns_floor_est
4,0.100,5,1,1,64,0,0.000000,0,112,2,3,0.556345,0.282000,4,0.000000,0.000000,2.233000
4,0.300,1,3,5,64,5,0.312500,2,112,2,3,0.556345,0.282000,4,11.202080,16.350000,2.233000
4,0.300,2,7,4,64,7,0.437500,2,112,2,3,0.556345,0.282000,4,15.682912,22.890000,2.233000
4,0.300,3,6,3,64,3,0.187500,1,112,2,3,0.556345,0.282000,4,6.721248,9.810000,2.233000
4,0.300,4,5,3,64,4,0.250000,2,112,2,3,0.556345,0.282000,4,8.961664,13.080000,2.233000
4,0.300,5,3,6,64,4,0.250000,1,112,2,3,0.556345,0.282000,4,8.961664,13.080000,2.233000
4,0.500,1,9,8,64,17,1.062500,3,112,2,3,0.556345,0.282000,4,38.087072,55.590000,2.233000
4,0.500,2,10,8,64,20,1.250000,3,112,2,3,0.556345,0.282000,4,44.808320,65.400000,2.233000
4,0.500,3,8,10,64,20,1.250000,3,112,2,3,0.556345,0.282000,4,44.808320,65.400000,2.233000
4,0.500,4,7,12,64,21,1.312500,2,112,2,3,0.556345,0.282000,4,47.048736,68.670000,2.233000
4,0.500,5,10,7,64,17,1.062500,2,112,2,3,0.556345,0.282000,4,38.087072,55.590000,2.233000
4,0.800,1,14,12,64,42,2.625000,4,112,2,3,0.556345,0.282000,4,94.097472,137.340000,2.233000
4,0.800,2,11,14,64,39,2.437500,4,112,2,3,0.556345,0.282000,4,87.376224,127.530000,2.233000
4,0.800,3,12,13,64,42,2.625000,4,112,2,3,0.556345,0.282000,4,94.097472,137.340000,2.233000
4,0.800,4,16,9,64,36,2.250000,3,112,2,3,0.556345,0.282000,4,80.654976,117.720000,2.233000
4,0.800,5,15,14,64,52,3.250000,4,112,2,3,0.556345,0.282000,4,116.501632,170.040000,2.233000
8,0.100,1,6,7,512,6,0.093750,1,960,3,4,4.768674,0.423000,8,13.442496,19.620000,2.233000
8,0.100,2,4,9,512,4,0.062500,1,960,3,4,4.768674,0.423000,8,8.961664,13.080000,2.233000
8,0.100,3,5,9,512,8,0.125000,2,960,3,4,4.768674,0.423000,8,17.923328,26.160000,2.233000
8,0.100,4,7,5,512,9,0.140625,1,960,3,4,4.768674,0.423000,8,20.163744,29.430000,2.233000
8,0.100,5,8,4,512,4,0.062500,1,960,3,4,4.768674,0.423000,8,8.961664,13.080000,2.233000
8,0.300,1,21,24,512,60,0.937500,2,960,3,4,4.768674,0.423000,8,134.424960,196.200000,2.233000
8,0.300,2,20,19,512,51,0.796875,3,960,3,4,4.768674,0.423000,8,114.261216,166.770000,2.233000
8,0.300,3,19,10,512,20,0.312500,2,960,3,4,4.768674,0.423000,8,44.808320,65.400000,2.233000
8,0.300,4,19,17,512,44,0.687500,3,960,3,4,4.768674,0.423000,8,98.578304,143.880000,2.233000
8,0.300,5,20,23,512,59,0.921875,3,960,3,4,4.768674,0.423000,8,132.184544,192.930000,2.233000
8,0.500,1,34,35,512,159,2.484375,5,960,3,4,4.768674,0.423000,8,356.226144,519.930000,2.233000
8,0.500,2,32,31,512,131,2.046875,5,960,3,4,4.768674,0.423000,8,293.494496,428.370000,2.233000
8,0.500,3,34,33,512,144,2.250000,6,960,3,4,4.768674,0.423000,8,322.619904,470.880000,2.233000
8,0.500,4,25,31,512,94,1.468750,4,960,3,4,4.768674,0.423000,8,210.599104,307.380000,2.233000
8,0.500,5,31,32,512,123,1.921875,4,960,3,4,4.768674,0.423000,8,275.571168,402.210000,2.233000
8,0.800,1,54,50,512,337,5.265625,8,960,3,4,4.768674,0.423000,8,755.020192,1101.990000,2.233000
8,0.800,2,51,52,512,336,5.250000,8,960,3,4,4.768674,0.423000,8,752.779776,1098.720000,2.233000
8,0.800,3,48,51,512,301,4.703125,8,960,3,4,4.768674,0.423000,8,674.365216,984.270000,2.233000
8,0.800,4,56,42,512,286,4.468750,8,960,3,4,4.768674,0.423000,8,640.758976,935.220000,2.233000
8,0.800,5,51,55,512,346,5.406250,8,960,3,4,4.768674,0.423000,8,775.183936,1131.420000,2.233000
12,0.100,1,7,17,1728,15,0.104167,1,3312,4,4,16.451926,0.564000,12,33.606240,49.050000,2.233000
12,0.100,2,15,18,1728,23,0.159722,2,3312,4,4,16.451926,0.564000,12,51.529568,75.210000,2.233000
12,0.100,3,14,18,1728,26,0.180556,2,3312,4,4,16.451926,0.564000,12,58.250816,85.020000,2.233000
12,0.100,4,14,11,1728,11,0.076389,1,3312,4,4,16.451926,0.564000,12,24.644576,35.970000,2.233000
12,0.100,5,13,15,1728,16,0.111111,2,3312,4,4,16.451926,0.564000,12,35.846656,52.320000,2.233000
12,0.300,1,47,46,1728,181,1.256944,4,3312,4,4,16.451926,0.564000,12,405.515296,591.870000,2.233000
12,0.300,2,46,45,1728,187,1.298611,5,3312,4,4,16.451926,0.564000,12,418.957792,611.490000,2.233000
12,0.300,3,36,47,1728,147,1.020833,6,3312,4,4,16.451926,0.564000,12,329.341152,480.690000,2.233000
12,0.300,4,41,40,1728,132,0.916667,4,3312,4,4,16.451926,0.564000,12,295.734912,431.640000,2.233000
12,0.300,5,53,53,1728,233,1.618056,6,3312,4,4,16.451926,0.564000,12,522.016928,761.910000,2.233000
12,0.500,1,72,66,1728,397,2.756944,10,3312,4,4,16.451926,0.564000,12,889.445152,1298.190000,2.233000
12,0.500,2,73,71,1728,428,2.972222,6,3312,4,4,16.451926,0.564000,12,958.898048,1399.560000,2.233000
12,0.500,3,68,68,1728,386,2.680556,6,3312,4,4,16.451926,0.564000,12,864.800576,1262.220000,2.233000
12,0.500,4,66,68,1728,342,2.375000,8,3312,4,4,16.451926,0.564000,12,766.222272,1118.340000,2.233000
12,0.500,5,76,75,1728,469,3.256944,7,3312,4,4,16.451926,0.564000,12,1050.755104,1533.630000,2.233000
12,0.800,1,111,122,1728,1126,7.819444,11,3312,4,4,16.451926,0.564000,12,2522.708416,3682.020000,2.233000
12,0.800,2,115,109,1728,1045,7.256944,12,3312,4,4,16.451926,0.564000,12,2341.234720,3417.150000,2.233000
12,0.800,3,111,120,1728,1113,7.729167,11,3312,4,4,16.451926,0.564000,12,2493.583008,3639.510000,2.233000
12,0.800,4,117,110,1728,1075,7.465278,11,3312,4,4,16.451926,0.564000,12,2408.447200,3515.250000,2.233000
12,0.800,5,116,124,1728,1194,8.291667,11,3312,4,4,16.451926,0.564000,12,2675.056704,3904.380000,2.233000
16,0.100,1,41,23,4096,70,0.273438,2,7936,4,5,39.421040,0.564000,16,156.829120,228.900000,2.233000
16,0.100,2,23,21,4096,37,0.144531,2,7936,4,5,39.421040,0.564000,16,82.895392,120.990000,2.233000
16,0.100,3,34,27,4096,57,0.222656,2,7936,4,5,39.421040,0.564000,16,127.703712,186.390000,2.233000
16,0.100,4,20,24,4096,35,0.136719,2,7936,4,5,39.421040,0.564000,16,78.414560,114.450000,2.233000
16,0.100,5,32,32,4096,59,0.230469,2,7936,4,5,39.421040,0.564000,16,132.184544,192.930000,2.233000
16,0.300,1,76,78,4096,352,1.375000,6,7936,4,5,39.421040,0.564000,16,788.626432,1151.040000,2.233000
16,0.300,2,80,76,4096,371,1.449219,5,7936,4,5,39.421040,0.564000,16,831.194336,1213.170000,2.233000
16,0.300,3,84,78,4096,425,1.660156,5,7936,4,5,39.421040,0.564000,16,952.176800,1389.750000,2.233000
16,0.300,4,72,89,4096,412,1.609375,5,7936,4,5,39.421040,0.564000,16,923.051392,1347.240000,2.233000
16,0.300,5,80,78,4096,420,1.640625,4,7936,4,5,39.421040,0.564000,16,940.974720,1373.400000,2.233000
16,0.500,1,127,130,4096,1047,4.089844,10,7936,4,5,39.421040,0.564000,16,2345.715552,3423.690000,2.233000
16,0.500,2,126,124,4096,973,3.800781,8,7936,4,5,39.421040,0.564000,16,2179.924768,3181.710000,2.233000
16,0.500,3,120,128,4096,947,3.699219,9,7936,4,5,39.421040,0.564000,16,2121.673952,3096.690000,2.233000
16,0.500,4,130,126,4096,1013,3.957031,8,7936,4,5,39.421040,0.564000,16,2269.541408,3312.510000,2.233000
16,0.500,5,122,110,4096,818,3.195312,8,7936,4,5,39.421040,0.564000,16,1832.660288,2674.860000,2.233000
16,0.800,1,201,204,4096,2570,10.039062,15,7936,4,5,39.421040,0.564000,16,5757.869120,8403.900000,2.233000
16,0.800,2,216,202,4096,2729,10.660156,15,7936,4,5,39.421040,0.564000,16,6114.095264,8923.830000,2.233000
16,0.800,3,201,203,4096,2539,9.917969,15,7936,4,5,39.421040,0.564000,16,5688.416224,8302.530000,2.233000
16,0.800,4,209,206,4096,2677,10.457031,16,7936,4,5,39.421040,0.564000,16,5997.593632,8753.790000,2.233000
16,0.800,5,201,195,4096,2449,9.566406,13,7936,4,5,39.421040,0.564000,16,5486.778784,8008.230000,2.233000
